"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","maternal_mortality","health_spending","gini"
"46304","Isle of Man",1977,NA,NA,NA,62934,NA,NA,NA,NA
"46305","Israel",1977,18.6,72.62,3.51,3513516,11590.1033952621,NA,NA,NA
"46306","Italy",1977,17.3,73.44,1.99,55775934,11731.3334414791,NA,NA,NA
"46307","Jamaica",1977,35.6,72.89,4.12,2066247,3021.14993017556,NA,NA,NA
"46308","Japan",1977,8.8,75.35,1.89,113067848,20680.6574101979,23.7,NA,NA
"46309","Jersey",1977,NA,NA,NA,73540,NA,NA,NA,NA
"46310","Jordan",1977,49.1,65.89,7.46,2091716,1377.25070685301,NA,NA,NA
"46311","Kazakhstan",1977,61.4,65.13,3.11,14461278,NA,NA,NA,NA
"46312","Kenya",1977,76,58.1,7.7,14527187,401.462911572111,NA,NA,NA
"46313","Kiribati",1977,87.2,52.58,4.98,56815,1539.29705654993,NA,NA,NA
"46314","North Korea",1977,38,64.04,2.89,16758826,NA,NA,NA,NA
"46315","South Korea",1977,17.4,64.95,3.11,35832213,3058.249262469,NA,NA,NA
"46316","United Korea (former)
",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46317","Kosovo",1977,NA,NA,NA,1552255,NA,NA,NA,NA
"46318","Kuwait",1977,36,72.29,6.05,1180939,NA,NA,NA,NA
"46319","Kyrgyz Republic",1977,84.5,62.05,4.15,3426646,NA,NA,NA,NA
"46320","Lao",1977,131.2,46.26,6.14,3131492,NA,NA,NA,NA
"46321","Latvia",1977,NA,69.56,1.91,2481660,2920.94925726856,NA,NA,NA
"46322","Lebanon",1977,43.6,66.83,4.27,2606224,NA,NA,NA,NA
"46323","Lesotho",1977,106.2,52.75,5.71,1208836,263.065463350642,NA,NA,NA
"46324","Liberia",1977,168.3,45.21,6.93,1724313,719.8268559403,NA,NA,NA
"46325","Libya",1977,65.6,65.81,7.98,2840378,NA,NA,NA,NA
"46326","Liechtenstein",1977,NA,NA,NA,24444,34539.9128719173,NA,NA,NA
"46327","Lithuania",1977,19.7,71.14,2.13,3355098,NA,NA,NA,NA
"46328","Luxembourg",1977,12.8,71.61,1.5,358961,19705.4424461645,NA,NA,NA
"46329","Macao, China",1977,NA,71.62,1.44,243729,NA,NA,NA,NA
"46330","Macedonia, FYR",1977,NA,68.76,2.67,1851068,NA,NA,NA,NA
"46331","Madagascar",1977,101.9,51.63,7.01,8031589,362.371363836512,NA,NA,NA
"46332","Malawi",1977,170.6,44.54,7.58,5627788,153.275311906547,NA,NA,NA
"46333","Malaysia",1977,30.5,67.86,3.99,12891715,1635.18008892914,80.2,NA,NA
"46334","Maldives",1977,123.7,53.53,6.93,144645,NA,NA,NA,NA
"46335","Mali",1977,172.8,39.97,7,6712545,215.498854850203,NA,NA,NA
"46336","Malta",1977,17,73.63,2.09,311455,3988.43049855628,NA,NA,NA
"46337","Marshall Islands",1977,55.9,NA,NA,27470,NA,NA,NA,NA
"46338","Martinique",1977,NA,69.47,2.81,326200,NA,NA,NA,NA
"46339","Mauritania",1977,102,53.29,6.59,1407621,550.512617337478,NA,NA,NA
"46340","Mauritius",1977,39.5,65.34,3.07,922325,1705.83205346723,NA,NA,NA
"46341","Mayotte",1977,NA,66.36,7.91,48893,NA,NA,NA,NA
"46342","Mexico",1977,62.8,65.51,5.42,64337694,4153.55317321841,NA,NA,NA
"46343","Micronesia, Fed. Sts.",1977,NA,63.14,6.49,66110,NA,NA,NA,NA
"46344","Moldova",1977,42.6,65.52,2.46,3910636,NA,NA,NA,NA
"46345","Monaco",1977,NA,NA,NA,25809,61568.199265907,NA,NA,NA
"46346","Mongolia",1977,NA,58.36,6.78,1562212,NA,NA,NA,NA
"46347","Montenegro",1977,NA,72.55,2.4,565509,NA,NA,NA,NA
"46348","Montserrat",1977,NA,NA,NA,11885,NA,NA,NA,NA
"46349","Morocco",1977,104,57.72,5.97,18688782,990.74525805,NA,NA,NA
"46350","Mozambique",1977,176.4,48.1,6.53,11001909,NA,NA,NA,NA
"46351","Myanmar",1977,104.3,52.93,5.29,32130696,NA,NA,NA,NA
"46352","Namibia",1977,63.7,56.56,6.62,949734,NA,NA,NA,NA
"46353","Nauru",1977,NA,NA,NA,7235,NA,NA,NA,NA
"46354","Nepal",1977,152.3,48.28,5.85,13913775,145.299058807218,NA,NA,NA
"46355","Netherlands",1977,9.7,75.2,1.58,13827329,15142.6594544739,9.5,NA,NA
"46356","Netherlands Antilles",1977,NA,71.94,2.45,168945,NA,NA,NA,NA
"46357","New Caledonia",1977,NA,65.81,4.1,134710,10831.7741978853,NA,NA,NA
"46358","New Zealand",1977,13.9,72.25,2.32,3122551,10108.8050987394,NA,NA,NA
"46359","Ngorno-Karabakh",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46360","Nicaragua",1977,91.3,64.17,6.42,2973805,1993.3838342133,NA,NA,NA
"46361","Niger",1977,138.9,40.4,7.63,5476206,238.16976055189,NA,NA,NA
"46362","Nigeria",1977,135.8,50.24,6.76,67425435,433.996019581547,NA,NA,NA
"46363","Niue",1977,NA,NA,NA,3688,NA,NA,NA,NA
"46364","Norfolk Island",1977,NA,NA,NA,1828,NA,NA,NA,NA
"46365","Northern Cyprus",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46366","Northern Mariana Islands",1977,NA,NA,NA,15293,NA,NA,NA,NA
"46367","Norway",1977,9.3,75.51,1.75,4041789,19922.4334191528,NA,NA,NA
"46368","Oman",1977,100.1,60.45,8.02,977806,5038.65022225037,NA,NA,NA
"46369","Pakistan",1977,126.1,57.63,6.6,70953777,303.292888513277,NA,NA,NA
"46370","Palau",1977,NA,NA,NA,12225,NA,NA,NA,NA
"46371","Panama",1977,39,70.38,4.26,1837887,2939.52293086683,NA,NA,NA
"46372","Papua New Guinea",1977,82.5,50.91,5.9,2967620,648.925451658552,NA,NA,NA
"46373","Paraguay",1977,52.6,71.04,5.2,2935375,1074.74442961144,NA,NA,NA
"46374","Peru",1977,87,60.63,5.44,16061327,2235.88410826087,NA,NA,NA
"46375","Philippines",1977,54.2,63.44,5.51,43650333,1022.76315535761,NA,NA,NA
"46376","Pitcairn",1977,NA,NA,NA,67,NA,NA,NA,NA
"46377","Poland",1977,23.3,70.78,2.27,34779313,NA,NA,NA,NA
"46378","Portugal",1977,29.5,70.37,2.57,9441167,5920.22520264899,NA,NA,NA
"46379","Puerto Rico",1977,NA,73.15,2.77,3036799,8154.24092114907,NA,NA,NA
"46380","Qatar",1977,34,71.15,6.21,182370,NA,NA,NA,NA
"46381","Reunion",1977,NA,67.05,3.13,492292,NA,NA,NA,NA
"46382","Romania",1977,39.3,69.95,2.58,22083933,NA,NA,NA,NA
"46383","Russia",1977,28.7,67.85,1.92,135406786,NA,NA,NA,NA
"46384","Rwanda",1977,148,46.54,8.42,4648070,218.923159700676,NA,NA,NA
"46385","St. Barthélemy",1977,NA,NA,NA,2691,NA,NA,NA,NA
"46386","St. Helena",1977,NA,NA,NA,5242,NA,NA,NA,NA
"46387","St. Kitts and Nevis",1977,46.6,NA,NA,43946,2712.81147420297,NA,NA,NA
"46388","St. Lucia",1977,31,66.54,5.22,112826,NA,NA,NA,NA
"46389","St. Martin",1977,NA,NA,NA,22205,NA,NA,NA,NA
"46390","St. Vincent and the Grenadines",1977,55,66.36,4.54,97649,1411.11342380769,NA,NA,NA
"46391","St.-Pierre-et-Miquelon",1977,NA,NA,NA,5957,NA,NA,NA,NA
"46392","Samoa",1977,NA,61.44,6.55,153244,NA,NA,NA,NA
"46393","San Marino",1977,NA,NA,NA,20301,15855.1346925518,NA,NA,NA
"46394","Sao Tome and Principe",1977,59.4,61.08,6.51,87436,NA,NA,NA,NA
"46395","Saudi Arabia",1977,83.4,63.95,7.3,8295384,16181.5840971804,NA,NA,NA
"46396","Senegal",1977,100.7,46.21,7.46,5160313,534.934455052049,NA,NA,NA
"46397","Serbia",1977,NA,70.21,2.37,8663327,NA,NA,NA,NA
"46398","Serbia and Montenegro",1977,NA,NA,NA,9244744,NA,NA,NA,NA
"46399","Serbia excluding Kosovo",1977,NA,NA,NA,7337534,NA,NA,NA,NA
"46400","Seychelles",1977,33.5,67.59,4.41,62500,3519.05935807531,NA,NA,NA
"46401","Sierra Leone",1977,173.2,50.11,7.01,2886607,279.256251059142,NA,NA,NA
"46402","Singapore",1977,12.3,69.98,1.95,2317796,7505.3109964626,NA,NA,NA
"46403","Slovak Republic",1977,NA,70.58,2.47,4844392,NA,NA,NA,NA
"46404","Slovenia",1977,NA,70.66,2.17,1777316,NA,NA,NA,NA
"46405","Solomon Islands",1977,48.9,60.43,7.1,207942,NA,NA,NA,NA
"46406","Somalia",1977,NA,46.15,7.01,4754149,NA,NA,NA,NA
"46407","Somaliland",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46408","South Africa",1977,78.6,55.3,5.06,27009755,3246.41428146543,NA,NA,NA
"46409","South Ossetia",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46410","Spain",1977,19.7,74.32,2.59,36687352,8740.2248516273,NA,NA,NA
"46411","Sri Lanka",1977,45.6,67.6,3.63,14274023,392.713987466041,91.9,NA,NA
"46412","Sudan",1977,89.8,56.44,6.92,12958110,331.12610955,NA,NA,NA
"46413","Suriname",1977,NA,66.76,4.34,361053,2665.99854176589,NA,NA,NA
"46414","Svalbard",1977,NA,NA,NA,2648,NA,NA,NA,NA
"46415","Swaziland",1977,93.9,53.24,6.76,550135,727.562415984108,NA,NA,NA
"46416","Sweden",1977,8,75.39,1.65,8245975,18248.8035092932,7.3,NA,NA
"46417","Switzerland",1977,9.8,75.43,1.57,6341216,NA,NA,NA,NA
"46418","Syria",1977,53.9,64.24,7.36,8088148,932.304499322946,NA,NA,NA
"46419","Taiwan",1977,11,70.58,2.9,16782333,NA,NA,NA,NA
"46420","Tajikistan",1977,102.5,63.57,6.04,3608761,NA,NA,NA,NA
"46421","Tanzania",1977,114,53.19,6.73,17018013,NA,NA,NA,NA
"46422","Thailand",1977,52.9,63.15,4.03,44416007,685.530514719529,NA,NA,NA
"46423","Timor-Leste",1977,NA,40.25,4.51,630151,NA,NA,NA,NA
"46424","Togo",1977,114.1,52.09,7.28,2518566,313.723293468252,NA,NA,NA
"46425","Tokelau",1977,NA,NA,NA,1554,NA,NA,NA,NA
"46426","Tonga",1977,27.7,66.39,5.47,90296,NA,NA,NA,NA
"46427","Transnistria",1977,NA,NA,NA,NA,NA,NA,NA,NA
"46428","Trinidad and Tobago",1977,37.4,67.33,3.27,1039757,5770.83906439096,NA,NA,NA
"46429","Tunisia",1977,83.2,61.15,5.71,5915006,1330.04621164662,NA,NA,NA
"46430","Turkey",1977,101.5,59.55,4.74,41020211,2755.91419428347,NA,NA,NA
"46431","Turkmenistan",1977,106.2,61,5.44,2655036,NA,NA,NA,NA
"46432","Turks and Caicos Islands",1977,NA,NA,NA,6886,NA,NA,NA,NA
"46433","Tuvalu",1977,57.2,NA,NA,7816,NA,NA,NA,NA
"46434","Uganda",1977,123.3,51.75,7.1,11470741,NA,NA,NA,NA
"46435","Ukraine",1977,24.2,69.68,2,49290087,NA,NA,NA,NA
"46436","United Arab Emirates",1977,38.2,65.41,5.74,722849,58384.4804851301,NA,NA,NA
"46437","United Kingdom",1977,14.1,73.11,1.74,56224944,15060.0702804856,12.5,NA,NA
"46438","United States",1977,14.5,73.38,1.78,223090871,21491.8201766949,11.4,NA,NA
"46439","Uruguay",1977,46.5,69.8,2.91,2857107,4840.95442891038,NA,NA,NA
"46440","USSR",1977,NA,NA,NA,259210906,NA,NA,NA,NA
"46441","Uzbekistan",1977,NA,65.37,5.66,14762133,NA,NA,NA,NA
"46442","Wallis et Futuna",1977,NA,NA,NA,9793,NA,NA,NA,NA
"46443","Vanuatu",1977,59.9,55.64,5.79,106223,NA,NA,NA,NA
"46444","Venezuela",1977,39.2,68.52,4.48,14127790,6548.0605769167,NA,NA,NA
"46445","West Bank and Gaza",1977,69.8,63.39,7.52,1398295,NA,NA,NA,NA
"46446","West Germany",1977,16,NA,NA,62274393,NA,NA,NA,NA
"46447","Western Sahara",1977,NA,47.01,6.28,101178,NA,NA,NA,NA
"46448","Vietnam",1977,49.8,63.58,5.61,50899504,NA,NA,NA,NA
"46449","Virgin Islands (U.S.)",1977,NA,70.46,3.61,92008,NA,NA,NA,NA
"46450","North Yemen (former)",1977,NA,NA,NA,5788413,NA,NA,NA,NA
"46451","South Yemen (former)",1977,NA,NA,NA,1757606,NA,NA,NA,NA
"46452","Yemen",1977,164.6,48.06,8.47,7226885,NA,NA,NA,NA
"46453","Yugoslavia",1977,36,NA,NA,21121527,NA,NA,NA,NA
"46454","Zambia",1977,95.1,57.36,7.38,5343550,521.785922688427,NA,NA,NA
"46455","Zimbabwe",1977,69.8,60.53,7.33,6580739,482.799524604935,NA,NA,NA
"46456","Åland",1977,NA,NA,NA,22127,NA,NA,NA,NA
"46457","Åland",1977,NA,NA,NA,22127,NA,NA,NA,NA
"46458","South Sudan",1977,NA,43.87,NA,4329467,NA,NA,NA,NA
"46459","Abkhazia",1978,NA,NA,NA,NA,NA,NA,NA,NA
"46460","Afghanistan",1978,174.5,40.98,7.67,13222547,NA,NA,NA,NA
"46461","Akrotiri and Dhekelia",1978,NA,NA,NA,12983,NA,NA,NA,NA
"46462","Albania",1978,73,70.86,3.95,2571845,NA,NA,NA,NA
"46463","Algeria",1978,113.6,58.28,7.14,18212331,1848.43750840612,NA,NA,NA
"46464","American Samoa",1978,NA,NA,NA,31105,NA,NA,NA,NA
"46465","Andorra",1978,NA,NA,NA,33746,18038.5997803295,NA,NA,NA
"46466","Angola",1978,NA,45.5,7.19,7717139,NA,NA,NA,NA
"46467","Anguilla",1978,NA,NA,NA,6712,NA,NA,NA,NA
"46468","Antigua and Barbuda",1978,NA,69.96,2.24,70508,3962.54092865856,NA,NA,NA
"46469","Argentina",1978,43.8,69.57,3.39,27277742,6767.81220653355,NA,NA,NA
"46470","Armenia",1978,65.9,72.53,2.48,2991954,NA,NA,NA,NA
"46471","Aruba",1978,NA,71.74,2.43,60106,NA,NA,NA,NA
"46472","Australia",1978,12,73.84,1.95,14368543,13879.1852522986,7.6,NA,NA
"46473","Austria",1978,15.5,72.2,1.6,7616309,14556.2430323462,NA,NA,NA
"46474","Azerbaijan",1978,NA,65.68,3.54,5975045,NA,NA,NA,NA
"46475","Bahamas",1978,26.2,66.37,3.01,201511,13971.0778432213,NA,NA,NA
"46476","Bahrain",1978,30.4,68.21,5.16,323511,NA,NA,NA,NA
"46477","Bangladesh",1978,139.1,51.47,6.59,76948378,254.580029345444,NA,NA,NA
"46478","Barbados",1978,26.7,69.22,2.12,250035,7006.11526034415,NA,NA,NA
"46479","Belarus",1978,NA,71.23,2.09,9535069,NA,NA,NA,NA
"46480","Belgium",1978,13.5,72.64,1.69,9825779,14553.4443279773,10.9,NA,NA
"46481","Belize",1978,53.8,69.06,6.11,138972,1688.09883095163,NA,NA,NA
"46482","Benin",1978,133.6,48.43,7,3523270,278.093375373393,NA,NA,NA
"46483","Bermuda",1978,NA,NA,NA,56237,39759.3626349778,NA,NA,NA
"46484","Bhutan",1978,143.3,50.21,6.64,387731,NA,NA,NA,NA
"46485","Bolivia",1978,118.1,52.54,5.76,5350320,1134.99731642603,NA,NA,NA
"46486","Bosnia and Herzegovina",1978,NA,74.12,2.2,4073480,NA,NA,NA,NA
"46487","Botswana",1978,60.2,59.21,6.35,923305,991.453382372528,NA,NA,NA
"46488","Brazil",1978,82,63.07,4.26,116532153,3181.06143259685,NA,NA,NA
"46489","British Virgin Islands",1978,NA,NA,NA,10663,NA,NA,NA,NA
"46490","Brunei",1978,NA,70.33,4.65,180357,28704.0444120056,NA,NA,NA
"46491","Bulgaria",1978,26.8,71.24,2.17,8815565,NA,NA,NA,NA
"46492","Burkina Faso",1978,123.4,45.56,7.04,6530820,153.076521571147,NA,NA,NA
"46493","Burundi",1978,140,45.24,7.46,3917866,164.148820183422,NA,NA,NA
"46494","Cambodia",1978,143.3,19.55,5.46,6982522,NA,NA,NA,NA
"46495","Cameroon",1978,113,53.95,6.52,8425707,655.26764648439,NA,NA,NA
"46496","Canada",1978,11.8,74.46,1.7,23994948,16161.7683371832,NA,NA,NA
"46497","Cape Verde",1978,66.4,60.82,6.56,278152,NA,NA,NA,NA
"46498","Cayman Islands",1978,NA,NA,NA,14663,NA,NA,NA,NA
"46499","Central African Republic",1978,121,49.7,5.95,2158844,365.622491329743,NA,NA,NA
"46500","Chad",1978,128.1,49.72,6.89,4336389,206.113632637994,NA,NA,NA
"46501","Channel Islands",1978,NA,72.98,1.51,127394,NA,NA,NA,NA
"46502","Chile",1978,35.6,67.25,2.79,10907901,2188.19888302795,NA,NA,NA
"46503","China",1978,52.9,62.15,2.74,950537317,164.948154155996,NA,NA,NA
"46504","Christmas Island",1978,NA,NA,NA,1344,NA,NA,NA,NA
"46505","Cocos Island",1978,NA,NA,NA,472,NA,NA,NA,NA
"46506","Colombia",1978,50,66.79,4.25,26502172,1927.24669832636,NA,NA,NA
"46507","Comoros",1978,126.2,52.3,7.11,286583,NA,NA,NA,NA
"46508","Congo, Dem. Rep.",1978,135.4,51.11,6.49,24948113,268.138403811875,NA,NA,NA
"46509","Congo, Rep.",1978,74.4,54.97,6.27,1699781,796.538824200515,NA,NA,NA
"46510","Cook Is",1978,28.3,NA,NA,18549,NA,NA,NA,NA
"46511","Costa Rica",1978,23.9,72,3.72,2266153,3187.50084865161,NA,NA,NA
"46512","Cote d'Ivoire",1978,120.2,51.7,7.77,7569558,1091.20033304811,NA,NA,NA
"46513","Croatia",1978,NA,70.3,2.01,4555413,NA,NA,NA,NA
"46514","Cuba",1978,18.7,73.3,2.13,9711393,2538.68938547348,NA,NA,NA
"46515","Cyprus",1978,NA,74.58,2.31,673252,5826.0820435,NA,NA,NA
"46516","Czech Republic",1978,NA,71.02,2.28,10251436,NA,NA,NA,NA
"46517","Czechoslovakia",1978,19,NA,NA,15086952,NA,NA,NA,NA
"46518","Denmark",1978,8.8,74.59,1.67,5108836,19105.9945456727,8.2,NA,NA
