"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","maternal_mortality","health_spending","gini"
"28109","Puerto Rico",1907,NA,34.82,4.7,NA,NA,NA,NA,NA
"28110","Qatar",1907,NA,30.8,6.97,NA,NA,NA,NA,NA
"28111","Reunion",1907,NA,33,6.51,NA,NA,NA,NA,NA
"28112","Romania",1907,NA,35.7,5.51,NA,NA,NA,NA,NA
"28113","Russia",1907,225,33.65,7.08,NA,NA,NA,NA,NA
"28114","Rwanda",1907,NA,25,7.07,NA,NA,NA,NA,NA
"28115","St. Barthélemy",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28116","St. Helena",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28117","St. Kitts and Nevis",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28118","St. Lucia",1907,NA,28.01,5.53,NA,NA,NA,NA,NA
"28119","St. Martin",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28120","St. Vincent and the Grenadines",1907,NA,25.99,6.54,NA,NA,NA,NA,NA
"28121","St.-Pierre-et-Miquelon",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28122","Samoa",1907,NA,25.4,6.98,NA,NA,NA,NA,NA
"28123","San Marino",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28124","Sao Tome and Principe",1907,NA,31,6.23,NA,NA,NA,NA,NA
"28125","Saudi Arabia",1907,NA,32.1,6.86,NA,NA,NA,NA,NA
"28126","Senegal",1907,NA,25.2,5.7,NA,NA,NA,NA,NA
"28127","Serbia",1907,147,35.5,5.09,NA,NA,NA,NA,NA
"28128","Serbia and Montenegro",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28129","Serbia excluding Kosovo",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28130","Seychelles",1907,NA,46.71,5.16,NA,NA,NA,NA,NA
"28131","Sierra Leone",1907,NA,25.1,5.72,NA,NA,NA,NA,NA
"28132","Singapore",1907,NA,34,5.39,NA,NA,NA,NA,NA
"28133","Slovak Republic",1907,NA,40,4.93,NA,NA,NA,NA,NA
"28134","Slovenia",1907,NA,36.6,4.26,NA,NA,NA,NA,NA
"28135","Solomon Islands",1907,NA,25.1,6.42,NA,NA,NA,NA,NA
"28136","Somalia",1907,NA,29.4,6.87,NA,NA,NA,NA,NA
"28137","Somaliland",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28138","South Africa",1907,NA,33.5,6.47,NA,NA,NA,NA,NA
"28139","South Ossetia",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28140","Spain",1907,158,40.62,4.57,NA,NA,NA,NA,NA
"28141","Sri Lanka",1907,NA,30.17,5.11,NA,NA,1496.1,NA,NA
"28142","Sudan",1907,NA,31.4,6.64,NA,NA,NA,NA,NA
"28143","Suriname",1907,NA,32.9,6.58,NA,NA,NA,NA,NA
"28144","Svalbard",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28145","Swaziland",1907,NA,32.3,6.71,NA,NA,NA,NA,NA
"28146","Sweden",1907,77,56.98,3.7,NA,NA,298.3,NA,NA
"28147","Switzerland",1907,121,51.19,3.51,NA,NA,NA,NA,NA
"28148","Syria",1907,NA,31.1,6.85,NA,NA,NA,NA,NA
"28149","Taiwan",1907,NA,29.5,5.67,NA,NA,NA,NA,NA
"28150","Tajikistan",1907,NA,27.89,5.87,NA,NA,NA,NA,NA
"28151","Tanzania",1907,NA,32.2,6.74,NA,NA,NA,NA,NA
"28152","Thailand",1907,NA,30.4,6.35,NA,NA,NA,NA,NA
"28153","Timor-Leste",1907,NA,28.95,6.52,NA,NA,NA,NA,NA
"28154","Togo",1907,NA,31.3,6.34,NA,NA,NA,NA,NA
"28155","Tokelau",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28156","Tonga",1907,NA,28.2,6.51,NA,NA,NA,NA,NA
"28157","Transnistria",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28158","Trinidad and Tobago",1907,NA,38.8,4.69,NA,NA,NA,NA,NA
"28159","Tunisia",1907,NA,28.8,6.4,NA,NA,NA,NA,NA
"28160","Turkey",1907,NA,35,6.88,NA,NA,NA,NA,NA
"28161","Turkmenistan",1907,NA,26.11,6.22,NA,NA,NA,NA,NA
"28162","Turks and Caicos Islands",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28163","Tuvalu",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28164","Uganda",1907,NA,25.3,6.89,NA,NA,NA,NA,NA
"28165","Ukraine",1907,NA,39.39,6.23,NA,NA,NA,NA,NA
"28166","United Arab Emirates",1907,NA,30.7,6.94,NA,NA,NA,NA,NA
"28167","United Kingdom",1907,NA,51.44,3.19,NA,NA,401.7,NA,NA
"28168","United States",1907,NA,50.2,3.67,NA,NA,720,NA,NA
"28169","Uruguay",1907,NA,32.9,4.45,NA,NA,NA,NA,NA
"28170","USSR",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28171","Uzbekistan",1907,NA,30.58,5.71,NA,NA,NA,NA,NA
"28172","Wallis et Futuna",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28173","Vanuatu",1907,NA,24.3,6.6,NA,NA,NA,NA,NA
"28174","Venezuela",1907,NA,32.2,5.84,NA,NA,NA,NA,NA
"28175","West Bank and Gaza",1907,NA,32.1,6.97,NA,NA,NA,NA,NA
"28176","West Germany",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28177","Western Sahara",1907,NA,34.75,6.32,NA,NA,NA,NA,NA
"28178","Vietnam",1907,NA,32,4.41,NA,NA,NA,NA,NA
"28179","Virgin Islands (U.S.)",1907,NA,33.4,5.55,NA,NA,NA,NA,NA
"28180","North Yemen (former)",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28181","South Yemen (former)",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28182","Yemen",1907,NA,23.39,6.88,NA,NA,NA,NA,NA
"28183","Yugoslavia",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28184","Zambia",1907,NA,32.6,6.71,NA,NA,NA,NA,NA
"28185","Zimbabwe",1907,NA,33.7,6.75,NA,NA,NA,NA,NA
"28186","Åland",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28187","Åland",1907,NA,NA,NA,NA,NA,NA,NA,NA
"28188","South Sudan",1907,NA,26.67,NA,NA,NA,NA,NA,NA
"28189","Abkhazia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28190","Afghanistan",1908,NA,27.1,7,NA,NA,NA,NA,NA
"28191","Akrotiri and Dhekelia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28192","Albania",1908,NA,35.4,4.6,NA,NA,NA,NA,NA
"28193","Algeria",1908,NA,27.84,6.99,NA,NA,NA,NA,NA
"28194","American Samoa",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28195","Andorra",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28196","Angola",1908,NA,26.98,7.01,NA,NA,NA,NA,NA
"28197","Anguilla",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28198","Antigua and Barbuda",1908,NA,33.54,4.6,NA,NA,NA,NA,NA
"28199","Argentina",1908,NA,41.98,5.56,NA,NA,NA,NA,NA
"28200","Armenia",1908,NA,37.9,7.97,NA,NA,NA,NA,NA
"28201","Aruba",1908,NA,34.42,5.64,NA,NA,NA,NA,NA
"28202","Australia",1908,78,54.16,3.35,NA,NA,543.3,NA,NA
"28203","Austria",1908,199,43.23,3.83,NA,NA,NA,NA,NA
"28204","Azerbaijan",1908,NA,33.07,7.71,NA,NA,NA,NA,NA
"28205","Bahamas",1908,NA,35.18,5.9,NA,NA,NA,NA,NA
"28206","Bahrain",1908,NA,30.3,6.98,NA,NA,NA,NA,NA
"28207","Bangladesh",1908,NA,21.84,6.7,NA,NA,NA,NA,NA
"28208","Barbados",1908,319,32.12,5.02,NA,NA,NA,NA,NA
"28209","Belarus",1908,NA,41.09,5.73,NA,NA,NA,NA,NA
"28210","Belgium",1908,148,49.7,3.42,NA,NA,505.5,NA,NA
"28211","Belize",1908,NA,26.5,6.66,NA,NA,NA,NA,NA
"28212","Benin",1908,NA,31,5.65,NA,NA,NA,NA,NA
"28213","Bermuda",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28214","Bhutan",1908,NA,28.8,6.67,NA,NA,NA,NA,NA
"28215","Bolivia",1908,NA,33,6.48,NA,NA,NA,NA,NA
"28216","Bosnia and Herzegovina",1908,NA,35.1,5.21,NA,NA,NA,NA,NA
"28217","Botswana",1908,NA,33.6,6.5,NA,NA,NA,NA,NA
"28218","Brazil",1908,NA,31.98,5.86,NA,NA,NA,NA,NA
"28219","British Virgin Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28220","Brunei",1908,NA,29.2,7.06,NA,NA,NA,NA,NA
"28221","Bulgaria",1908,169,43.52,5.66,NA,NA,NA,NA,NA
"28222","Burkina Faso",1908,NA,29.2,6.1,NA,NA,NA,NA,NA
"28223","Burundi",1908,NA,31.5,6.81,NA,NA,NA,NA,NA
"28224","Cambodia",1908,NA,35,6.95,NA,NA,NA,NA,NA
"28225","Cameroon",1908,NA,28.75,5.54,NA,NA,NA,NA,NA
"28226","Canada",1908,209,51.35,4.04,NA,NA,NA,NA,NA
"28227","Cape Verde",1908,NA,33.8,6.59,NA,NA,NA,NA,NA
"28228","Cayman Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28229","Central African Republic",1908,NA,30,6.51,NA,NA,NA,NA,NA
"28230","Chad",1908,NA,30.9,6.06,NA,NA,NA,NA,NA
"28231","Channel Islands",1908,NA,NA,3.2,NA,NA,NA,NA,NA
"28232","Chile",1908,318,30.78,6.13,NA,NA,NA,NA,NA
"28233","China",1908,NA,32,5.5,NA,NA,NA,NA,NA
"28234","Christmas Island",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28235","Cocos Island",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28236","Colombia",1908,NA,32,6.34,NA,NA,NA,NA,NA
"28237","Comoros",1908,NA,32.1,6.01,NA,NA,NA,NA,NA
"28238","Congo, Dem. Rep.",1908,NA,31.6,5.99,NA,NA,NA,NA,NA
"28239","Congo, Rep.",1908,NA,32.7,5.67,NA,NA,NA,NA,NA
"28240","Cook Is",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28241","Costa Rica",1908,NA,35.02,7.25,NA,NA,NA,NA,NA
"28242","Cote d'Ivoire",1908,NA,31.16,6.78,NA,NA,NA,NA,NA
"28243","Croatia",1908,NA,36.1,5.14,NA,NA,NA,NA,NA
"28244","Cuba",1908,NA,34.79,5.82,NA,NA,NA,NA,NA
"28245","Cyprus",1908,NA,45.74,4.17,NA,NA,NA,NA,NA
"28246","Czech Republic",1908,NA,43.5,4.19,NA,NA,NA,NA,NA
"28247","Czechoslovakia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28248","Denmark",1908,124,54.96,3.83,NA,NA,NA,NA,NA
"28249","Djibouti",1908,NA,29.9,6.3,NA,NA,NA,NA,NA
"28250","Dominica",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28251","Dominican Republic",1908,NA,29.9,6.16,NA,NA,NA,NA,NA
"28252","East Germany",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28253","Ecuador",1908,NA,32.9,6.9,NA,NA,NA,NA,NA
"28254","Egypt",1908,NA,33,6.02,NA,NA,NA,NA,NA
"28255","El Salvador",1908,NA,28.7,5.86,NA,NA,NA,NA,NA
"28256","Equatorial Guinea",1908,NA,29.8,5.51,NA,NA,NA,NA,NA
"28257","Eritrea",1908,NA,30.2,6.96,NA,NA,NA,NA,NA
"28258","Eritrea and Ethiopia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28259","Estonia",1908,NA,46.26,3.51,NA,NA,NA,NA,NA
"28260","Ethiopia",1908,NA,29.7,7.17,NA,NA,NA,NA,NA
"28261","Faeroe Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28262","Falkland Is (Malvinas)",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28263","Fiji",1908,NA,26.1,6.01,NA,NA,NA,NA,NA
"28264","Finland",1908,125,46.15,4.65,NA,NA,389.6,NA,NA
"28265","France",1908,128,49.3,2.64,NA,NA,NA,NA,NA
"28266","French Guiana",1908,NA,30.5,6.27,NA,NA,NA,NA,NA
"28267","French Polynesia",1908,NA,25.6,5.97,NA,NA,NA,NA,NA
"28268","Gabon",1908,NA,30.6,6.5,NA,NA,NA,NA,NA
"28269","Gambia",1908,NA,28.8,6.51,NA,NA,NA,NA,NA
"28270","Georgia",1908,NA,35.77,7.19,NA,NA,NA,NA,NA
"28271","Germany",1908,178,47.23,4.34,NA,NA,NA,NA,NA
"28272","Ghana",1908,NA,28,6.43,NA,NA,NA,NA,NA
"28273","Gibraltar",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28274","Greece",1908,NA,41.47,4.47,NA,NA,NA,NA,NA
"28275","Greenland",1908,NA,35.66,4.8,NA,NA,NA,NA,NA
"28276","Grenada",1908,NA,37.3,5.81,NA,NA,NA,NA,NA
"28277","Guadeloupe",1908,NA,27.66,5.62,NA,NA,NA,NA,NA
"28278","Guam",1908,NA,27.5,6.37,NA,NA,NA,NA,NA
"28279","Guatemala",1908,NA,25.82,6.14,NA,NA,NA,NA,NA
"28280","Guernsey",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28281","Guinea",1908,NA,30.62,6.11,NA,NA,NA,NA,NA
"28282","Guinea-Bissau",1908,NA,32,7.25,NA,NA,NA,NA,NA
"28283","Guyana",1908,198,31.12,5.45,NA,NA,NA,NA,NA
"28284","Haiti",1908,NA,29,6.31,NA,NA,NA,NA,NA
"28285","Holy See",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28286","Honduras",1908,NA,33.9,6.28,NA,NA,NA,NA,NA
"28287","Hong Kong, China",1908,NA,34.9,5.47,NA,NA,NA,NA,NA
"28288","Hungary",1908,201,39.27,4.79,NA,NA,NA,NA,NA
"28289","Iceland",1908,NA,45.79,4,NA,NA,NA,NA,NA
"28290","India",1908,NA,23.25,5.72,NA,NA,NA,NA,NA
"28291","Indonesia",1908,NA,30,6.23,NA,NA,NA,NA,NA
"28292","Iran",1908,NA,25.6,7.08,NA,NA,NA,NA,NA
"28293","Iraq",1908,NA,31.2,7.13,NA,NA,NA,NA,NA
"28294","Ireland",1908,97,52.48,3.12,NA,NA,520,NA,NA
"28295","Isle of Man",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28296","Israel",1908,NA,32,4.6,NA,NA,NA,NA,NA
"28297","Italy",1908,150,43.19,4.47,NA,NA,NA,NA,NA
"28298","Jamaica",1908,172,36.8,5.21,NA,NA,NA,NA,NA
"28299","Japan",1908,NA,39.67,5.13,NA,NA,NA,NA,NA
"28300","Jersey",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28301","Jordan",1908,NA,31.7,6.97,NA,NA,NA,NA,NA
"28302","Kazakhstan",1908,NA,30.1,6.36,NA,NA,NA,NA,NA
"28303","Kenya",1908,NA,25.5,6.91,NA,NA,NA,NA,NA
"28304","Kiribati",1908,NA,24.9,5.67,NA,NA,NA,NA,NA
"28305","North Korea",1908,NA,23.51,6.12,NA,NA,NA,NA,NA
"28306","South Korea",1908,NA,23.51,5.96,NA,NA,NA,NA,NA
"28307","United Korea (former)
",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28308","Kosovo",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28309","Kuwait",1908,NA,26,6.87,NA,NA,NA,NA,NA
"28310","Kyrgyz Republic",1908,NA,27.84,6.58,NA,NA,NA,NA,NA
"28311","Lao",1908,NA,31.9,6.13,NA,NA,NA,NA,NA
"28312","Latvia",1908,NA,48.7,3.33,NA,NA,NA,NA,NA
"28313","Lebanon",1908,NA,29.7,5.74,NA,NA,NA,NA,NA
"28314","Lesotho",1908,NA,32.8,5.84,NA,NA,NA,NA,NA
"28315","Liberia",1908,NA,31.1,6.19,NA,NA,NA,NA,NA
"28316","Libya",1908,NA,33.1,7.2,NA,NA,NA,NA,NA
"28317","Liechtenstein",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28318","Lithuania",1908,NA,44.52,4.55,NA,NA,NA,NA,NA
"28319","Luxembourg",1908,NA,46.46,3.98,NA,NA,NA,NA,NA
"28320","Macao, China",1908,NA,34.7,5.51,NA,NA,NA,NA,NA
"28321","Macedonia, FYR",1908,NA,36.1,5.13,NA,NA,NA,NA,NA
"28322","Madagascar",1908,NA,30.5,6.89,NA,NA,NA,NA,NA
"28323","Malawi",1908,NA,30.3,6.78,NA,NA,NA,NA,NA
"28324","Malaysia",1908,NA,30.6,5.45,NA,NA,NA,NA,NA
"28325","Maldives",1908,NA,32.65,5.98,NA,NA,NA,NA,NA
"28326","Mali",1908,NA,26.41,6.23,NA,NA,NA,NA,NA
"28327","Malta",1908,NA,45.72,5.1,NA,NA,NA,NA,NA
"28328","Marshall Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28329","Martinique",1908,NA,30.15,5.71,NA,NA,NA,NA,NA
"28330","Mauritania",1908,NA,32,6.34,NA,NA,NA,NA,NA
"28331","Mauritius",1908,188,23.59,4.76,NA,NA,NA,NA,NA
"28332","Mayotte",1908,NA,32.5,7.07,NA,NA,NA,NA,NA
"28333","Mexico",1908,NA,28.72,6.09,NA,NA,NA,NA,NA
"28334","Micronesia, Fed. Sts.",1908,NA,26.7,6.02,NA,NA,NA,NA,NA
"28335","Moldova",1908,NA,33.15,6.08,NA,NA,NA,NA,NA
"28336","Monaco",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28337","Mongolia",1908,NA,31.8,5.94,NA,NA,NA,NA,NA
"28338","Montenegro",1908,NA,35.4,5.21,NA,NA,NA,NA,NA
"28339","Montserrat",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28340","Morocco",1908,NA,33.1,6.5,NA,NA,NA,NA,NA
"28341","Mozambique",1908,NA,30.28,6.63,NA,NA,NA,NA,NA
"28342","Myanmar",1908,NA,30.8,6.03,NA,NA,NA,NA,NA
"28343","Namibia",1908,NA,32.4,5.96,NA,NA,NA,NA,NA
"28344","Nauru",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28345","Nepal",1908,NA,32.8,6.15,NA,NA,NA,NA,NA
"28346","Netherlands",1908,125,52.76,4.13,NA,NA,250,NA,NA
"28347","Netherlands Antilles",1908,NA,34.41,5.8,NA,NA,NA,NA,NA
"28348","New Caledonia",1908,NA,26,6.41,NA,NA,NA,NA,NA
"28349","New Zealand",1908,68,51.01,3.68,NA,NA,NA,NA,NA
"28350","Ngorno-Karabakh",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28351","Nicaragua",1908,NA,25.4,6.16,NA,NA,NA,NA,NA
"28352","Niger",1908,NA,30.8,6.83,NA,NA,NA,NA,NA
"28353","Nigeria",1908,NA,30.4,6.55,NA,NA,NA,NA,NA
"28354","Niue",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28355","Norfolk Island",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28356","Northern Cyprus",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28357","Northern Mariana Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28358","Norway",1908,75,56.31,3.87,NA,NA,NA,NA,NA
"28359","Oman",1908,NA,32.3,6.88,NA,NA,NA,NA,NA
"28360","Pakistan",1908,NA,21.82,6.59,NA,NA,NA,NA,NA
"28361","Palau",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28362","Panama",1908,NA,32.9,5.44,NA,NA,NA,NA,NA
"28363","Papua New Guinea",1908,NA,31.5,6.23,NA,NA,NA,NA,NA
"28364","Paraguay",1908,NA,35.5,6.49,NA,NA,NA,NA,NA
"28365","Peru",1908,NA,35.7,6.74,NA,NA,NA,NA,NA
"28366","Philippines",1908,68,30.9,5.8,NA,NA,NA,NA,NA
"28367","Pitcairn",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28368","Poland",1908,NA,42.85,4.96,NA,NA,NA,NA,NA
"28369","Portugal",1908,NA,35.6,3.94,NA,NA,NA,NA,NA
"28370","Puerto Rico",1908,NA,35.94,4.63,NA,NA,NA,NA,NA
"28371","Qatar",1908,NA,30.8,6.97,NA,NA,NA,NA,NA
"28372","Reunion",1908,NA,33,6.51,NA,NA,NA,NA,NA
"28373","Romania",1908,NA,35.7,5.4,NA,NA,NA,NA,NA
"28374","Russia",1908,244,33.65,7.44,NA,NA,NA,NA,NA
"28375","Rwanda",1908,NA,24,7.07,NA,NA,NA,NA,NA
"28376","St. Barthélemy",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28377","St. Helena",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28378","St. Kitts and Nevis",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28379","St. Lucia",1908,NA,28.01,5.53,NA,NA,NA,NA,NA
"28380","St. Martin",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28381","St. Vincent and the Grenadines",1908,NA,25.99,6.54,NA,NA,NA,NA,NA
"28382","St.-Pierre-et-Miquelon",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28383","Samoa",1908,NA,25.4,6.98,NA,NA,NA,NA,NA
"28384","San Marino",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28385","Sao Tome and Principe",1908,NA,31,6.23,NA,NA,NA,NA,NA
"28386","Saudi Arabia",1908,NA,32.1,6.86,NA,NA,NA,NA,NA
"28387","Senegal",1908,NA,25.2,5.7,NA,NA,NA,NA,NA
"28388","Serbia",1908,158,35.5,5.13,NA,NA,NA,NA,NA
"28389","Serbia and Montenegro",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28390","Serbia excluding Kosovo",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28391","Seychelles",1908,NA,46.97,5.16,NA,NA,NA,NA,NA
"28392","Sierra Leone",1908,NA,25.1,5.72,NA,NA,NA,NA,NA
"28393","Singapore",1908,NA,34,5.38,NA,NA,NA,NA,NA
"28394","Slovak Republic",1908,NA,40.3,4.86,NA,NA,NA,NA,NA
"28395","Slovenia",1908,NA,36.6,4.32,NA,NA,NA,NA,NA
"28396","Solomon Islands",1908,NA,25.1,6.42,NA,NA,NA,NA,NA
"28397","Somalia",1908,NA,29.4,6.87,NA,NA,NA,NA,NA
"28398","Somaliland",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28399","South Africa",1908,NA,33.5,6.47,NA,NA,NA,NA,NA
"28400","South Ossetia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28401","Spain",1908,160,41.45,4.52,NA,NA,NA,NA,NA
"28402","Sri Lanka",1908,NA,30.62,6.23,NA,NA,1533.8,NA,NA
"28403","Sudan",1908,NA,31.4,6.64,NA,NA,NA,NA,NA
"28404","Suriname",1908,NA,32.9,6.58,NA,NA,NA,NA,NA
"28405","Svalbard",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28406","Swaziland",1908,NA,32.3,6.71,NA,NA,NA,NA,NA
"28407","Sweden",1908,85,56.42,3.7,NA,NA,212.4,NA,NA
"28408","Switzerland",1908,108,52.26,3.54,NA,NA,NA,NA,NA
"28409","Syria",1908,NA,31.1,6.85,NA,NA,NA,NA,NA
"28410","Taiwan",1908,NA,30.9,5.54,NA,NA,NA,NA,NA
"28411","Tajikistan",1908,NA,28.14,5.87,NA,NA,NA,NA,NA
"28412","Tanzania",1908,NA,32.2,6.74,NA,NA,NA,NA,NA
"28413","Thailand",1908,NA,30.4,6.35,NA,NA,NA,NA,NA
"28414","Timor-Leste",1908,NA,28.95,6.52,NA,NA,NA,NA,NA
"28415","Togo",1908,NA,31.3,6.34,NA,NA,NA,NA,NA
"28416","Tokelau",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28417","Tonga",1908,NA,28.2,6.51,NA,NA,NA,NA,NA
"28418","Transnistria",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28419","Trinidad and Tobago",1908,NA,38.8,4.57,NA,NA,NA,NA,NA
"28420","Tunisia",1908,NA,28.8,6.4,NA,NA,NA,NA,NA
"28421","Turkey",1908,NA,35,6.87,NA,NA,NA,NA,NA
"28422","Turkmenistan",1908,NA,26.36,6.22,NA,NA,NA,NA,NA
"28423","Turks and Caicos Islands",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28424","Tuvalu",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28425","Uganda",1908,NA,25.3,6.89,NA,NA,NA,NA,NA
"28426","Ukraine",1908,NA,39.78,6.17,NA,NA,NA,NA,NA
"28427","United Arab Emirates",1908,NA,30.7,6.94,NA,NA,NA,NA,NA
"28428","United Kingdom",1908,NA,51.84,3.14,NA,NA,376.6,NA,NA
"28429","United States",1908,NA,51.9,3.63,NA,NA,670,NA,NA
"28430","Uruguay",1908,NA,32.9,4.43,NA,NA,NA,NA,NA
"28431","USSR",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28432","Uzbekistan",1908,NA,30.83,5.71,NA,NA,NA,NA,NA
"28433","Wallis et Futuna",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28434","Vanuatu",1908,NA,24.3,6.6,NA,NA,NA,NA,NA
"28435","Venezuela",1908,NA,32.2,5.87,NA,NA,NA,NA,NA
"28436","West Bank and Gaza",1908,NA,32.1,6.97,NA,NA,NA,NA,NA
"28437","West Germany",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28438","Western Sahara",1908,NA,34.75,6.32,NA,NA,NA,NA,NA
"28439","Vietnam",1908,NA,32,4.36,NA,NA,NA,NA,NA
"28440","Virgin Islands (U.S.)",1908,NA,33.4,5.55,NA,NA,NA,NA,NA
"28441","North Yemen (former)",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28442","South Yemen (former)",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28443","Yemen",1908,NA,23.39,6.88,NA,NA,NA,NA,NA
"28444","Yugoslavia",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28445","Zambia",1908,NA,32.6,6.71,NA,NA,NA,NA,NA
"28446","Zimbabwe",1908,NA,33.7,6.75,NA,NA,NA,NA,NA
"28447","Åland",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28448","Åland",1908,NA,NA,NA,NA,NA,NA,NA,NA
"28449","South Sudan",1908,NA,26.67,NA,NA,NA,NA,NA,NA
"28450","Abkhazia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28451","Afghanistan",1909,NA,27.09,7,NA,NA,NA,NA,NA
"28452","Akrotiri and Dhekelia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28453","Albania",1909,NA,35.4,4.6,NA,NA,NA,NA,NA
"28454","Algeria",1909,NA,29.26,6.99,NA,NA,NA,NA,NA
"28455","American Samoa",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28456","Andorra",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28457","Angola",1909,NA,26.98,7.01,NA,NA,NA,NA,NA
"28458","Anguilla",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28459","Antigua and Barbuda",1909,NA,33.54,4.6,NA,NA,NA,NA,NA
"28460","Argentina",1909,NA,42.74,5.49,NA,NA,NA,NA,NA
"28461","Armenia",1909,NA,38.15,7.96,NA,NA,NA,NA,NA
"28462","Aruba",1909,NA,34.42,5.64,NA,NA,NA,NA,NA
"28463","Australia",1909,72,54.69,3.35,NA,NA,505.8,NA,NA
"28464","Austria",1909,209,43.85,3.8,NA,NA,NA,NA,NA
"28465","Azerbaijan",1909,NA,33.32,7.68,NA,NA,NA,NA,NA
"28466","Bahamas",1909,NA,35.18,5.9,NA,NA,NA,NA,NA
"28467","Bahrain",1909,NA,30.3,6.98,NA,NA,NA,NA,NA
"28468","Bangladesh",1909,NA,22.01,6.7,NA,NA,NA,NA,NA
